0,0, Header,1,2,256,
1,0, Start_track,,,,
1,0, Time_signature,1,2,24,8
1,0, Key_signature,-3," ""major""",,
1,0, Tempo,857142,,,
1,0, Title_t," ""The Last Post""",,,
1,0, Text_t," ""Traditional""",,,
1,256, Time_signature,3,2,24,8
1,16896, Tempo,882351,,,
1,17152, Tempo,909089,,,
1,17664, Tempo,967740,,,
1,17920, Tempo,1153845,,,
1,17920, Time_signature,2,2,24,8
1,18432, Tempo,1153844,,,
1,18432, Tempo,857142,,,
1,18432, Time_signature,3,2,24,8
1,18432, Time_signature,1,2,24,8
1,18688, Time_signature,3,2,24,8
1,35328, Tempo,882351,,,
1,35584, Tempo,909089,,,
1,36096, Tempo,967740,,,
1,36352, Tempo,1153845,,,
1,36352, Time_signature,2,2,24,8
1,36353, End_track,,,,
2,0, Start_track,,,,
2,0, Program_c,0,0,,
2,0, Control_c,0,121,0,
2,0, Control_c,0,64,0,
2,0, Control_c,0,91,48,
2,0, Control_c,0,10,51,
2,0, Control_c,0,7,127,
2,0, Note_on_c,0,67,75,
2,0, Note_on_c,0,63,68,
2,0, Control_c,0,121,0,
2,0, Control_c,0,64,0,
2,0, Control_c,0,91,48,
2,0, Control_c,0,10,51,
2,0, Control_c,0,7,127,
2,0, Title_t," ""Piano""",,,
2,0, Note_on_c,0,58,0,
2,0, Note_on_c,0,56,83,
2,128, Note_off_c,0,70,85,
2,128, Note_on_c,0,77,88,
2,256, Note_off_c,0,34,0,
2,256, Note_off_c,0,70,82,
2,256, Note_on_c,0,68,0,
2,256, Note_on_c,0,74,0,
2,256, Note_on_c,0,65,83,
2,256, Note_off_c,0,55,80,
2,256, Note_off_c,0,60,78,
2,256, Note_on_c,0,70,0,
2,256, Note_on_c,0,56,72,
2,640, Note_off_c,0,67,0,
2,640, Note_on_c,0,75,0,
2,768, Note_off_c,0,63,0,
2,768, Note_off_c,0,68,0,
2,768, Note_off_c,0,34,0,
2,768, Note_on_c,0,79,75,
2,768, Note_on_c,0,79,0,
2,768, Note_on_c,0,44,0,
2,768, Note_off_c,0,75,0,
2,768, Note_off_c,0,51,0,
2,768, Note_on_c,0,72,0,
2,768, Note_on_c,0,53,72,
2,960, Note_off_c,0,60,0,
2,960, Note_on_c,0,70,85,
2,1024, Note_off_c,0,58,83,
2,1024, Note_off_c,0,51,0,
2,1024, Note_off_c,0,55,0,
2,1024, Note_on_c,0,67,0,
2,1024, Note_on_c,0,58,88,
2,1024, Note_on_c,0,60,0,
2,1024, Note_off_c,0,55,86,
2,1024, Note_off_c,0,56,0,
2,1024, Note_on_c,0,56,0,
2,1024, Note_on_c,0,79,0,
2,1152, Note_off_c,0,60,0,
2,1152, Note_on_c,0,75,0,
2,1280, Note_off_c,0,58,0,
2,1280, Note_on_c,0,67,69,
